"Gene" "SN. Somasekharan 2020" "T. Matheny 2019" "N. Curdy 2023" "A. Khong 2017" "T. Matheny 2021" "G. Di Timoteo 2024" "P. Kudrin 2024" "S. Rajachandran 2024" "Average" "Variance"
"ABHD8" 3.12921596833704 -1.73764251866316 -0.583004190832813 -1.73261477119628 0.889970371272758 -1.3745720601411 -2.02073221781109 -2.45543631936835 -0.735601967300374 3.51691167450359
"ABI1" 0.732724220809031 -1.77819604310083 -4.01390834031061 -6.02259890187427 -2.2424127158493 -7.45422714051481 -1.36076721957918 0.44973238221192 -2.71120671977601 8.56067890313497
"ABI2" -7.63415868310869 0.564254547963915 -6.19297323086783 3.77850754567463 5.38123522010122 -3.05039481620472 9.5817603976474 -1.90977373853794 0.0648071553334982 34.9878811492582
"ABITRAM" 5.16240907325985 3.04372752329232 -1.43903051952182 -2.87886677303448 4.10185566571243 -6.90251670800857 -1.45726965971899 -3.0820303918618 -0.431465223735133 17.2680903569356
"ABL1" -11.1502218177649 -1.82965435997479 -0.321782215357895 9.50798426720897 8.61410426132399 14.3248565721806 4.0842390094743 0.316802879675503 2.94329107459572 63.5803388390255
"ABL2" -10.5633714523336 -1.24902223654523 -2.71196089620799 3.18586036376987 1.16410320471509 13.5225092679902 0.755510352098827 8.13404475138642 1.5297091693592 51.8394432983691
"ABR" -7.72201964235703 3.70204657810436 0.79129708724556 3.9889284759526 10.0313909075498 7.74675305847273 3.20405288687327 -3.9022123214384 2.23002962880036 33.7460547028324
"ABRAXAS1" 6.09098732842861 -0.457166349687403 -1.60731374603503 -10.2402679200468 -4.91293990068127 -10.5822725311311 -5.13029157940902 -5.68018919885978 -4.06493173717772 29.6103176358594
"ABRAXAS2" 2.26255983797533 -0.744922518416886 -3.36705286735347 2.46841032078089 4.3043535434604 -8.54409825237543 -1.05429013636975 -3.41029848901728 -1.01066732016452 17.0290473564216
"ABT1" 4.8581509442183 -0.85537308829432 -3.07182420772882 -9.10251596362318 -5.6440044313088 -9.51463739239796 -2.15139905851037 -0.640816931387539 -3.26530251612909 22.6785521930632
"ACAA2" 2.19859698111314 -0.744320219021769 2.08571981948045 2.20028822338707 6.7730104173025 -4.78261030049831 1.49529280838693 -4.33021144369699 0.611970785806628 14.4738476989952
"ACACA" -4.57419487011606 -0.0790333052791845 4.81569641597069 19.6659002993274 1.94156963591201 10.9623332798975 -0.96104594577495 -1.02260827440922 3.84357715444102 62.6564527676164
"ACACB" -8.36305159172686 -0.827186117122193 2.99672203445198 -1.89172884640126 -4.12027094423773 2.49731896973306 -3.07776257201626 14.796287249118 0.251291022724842 47.756377978877
"ACAD10" -2.58879760811828 0.349586728836678 4.3497450876143 2.94651733483676 2.76012721299309 4.68875014375548 -1.85102778999772 5.82346185943206 2.05979537116905 9.63228099283661
"ACAD8" -0.387719109437673 -3.66118336975087 -0.774635973744612 -2.34231826251421 2.49539850041922 5.45065354211189 -1.86599068621917 -5.74990853373102 -0.854462986608306 12.3257509492832
"ACAD9" 2.09455450151824 4.91130715886029 1.03512946094938 1.64819982449529 0.0635201804256012 5.4096753141363 -1.10688129571559 0.782378742776576 1.85473548593076 5.12596099519692
"ACADM" -0.418719759853143 -0.537387525633691 -2.32209546638517 -6.65439545180154 3.76725053765706 -4.21940319506881 1.92248248573672 0.948030629471382 -0.939279718234649 11.3813553685258
"ACADVL" -3.25104898553068 2.71322651034471 3.15517568850784 0.625006045782507 -0.23931584507484 7.50163747323853 3.70113134990349 -10.6953956655947 0.438802071447107 30.1654291840834
"ACAP2" -5.90118913382555 -3.56518709694905 -2.3038753898141 -0.312684649180564 0.347562692302949 -7.79392449875631 -0.308088645144334 1.4296891795857 -2.30096219272266 10.5128254733186
"ACAP3" -7.98864654227628 -2.34844896949034 1.45505087409337 -2.59572296249046 -0.118411973484758 7.47521705759084 -3.461670355354 1.79008691111423 -0.724068245037175 20.7249860783135
"ACAT1" 2.93729002335018 2.67213893074366 0.0622606717216261 0.527524847840793 4.85127797618216 -3.62204862679625 3.58521972034676 -2.60092508668707 1.05159230708773 9.06801899528291
"ACAT2" 5.72120553860421 -3.46183032447577 1.03490072575791 -8.94567703682469 1.17367696969922 -12.2592145454896 1.14307718882069 5.23210175364416 -1.29521996628298 41.8198906004189
"ACBD3" -7.09068174215782 -2.86886593152731 -5.90233596243878 1.56097225030959 4.77285205766021 -8.53141554593815 9.07268387522604 11.0663056937164 0.259939336856273 56.5119568855677
"ACBD5" -6.21235868043388 -3.75803492557517 -4.40165560026681 1.47970685689538 5.17868991983257 6.07528094475178 8.51174660288982 -4.76638221544395 0.263374112831218 33.2316430563397
"ACBD6" 2.7549632802306 -0.201537708331994 -2.35629512588786 6.12192779466302 10.1488063013475 1.78003563985509 2.18445444365527 4.72070205439505 3.14413208499083 14.9713856496998
"ACD" 5.4926064969835 0.770230797838233 1.2546935237152 -0.594377511507921 3.47953517777802 -1.35791826876099 0.845957430097877 -2.55855601221888 0.91652145424063 6.74034134112071
"ACER3" 1.2290118759679 3.50568633432077 -7.07912263498364 -14.2406338902954 -5.56505107846739 -12.640405937036 -5.38937729655468 -0.525565259156208 -5.08818223577558 39.9520588962915
"ACIN1" -12.0768181644141 5.28811043475834 4.8423608992005 1.17365666973804 2.88257173600958 0.697224367557159 5.7065139552174 -5.36317590058015 0.393805499685846 38.2174592462854
"ACLY" -6.68150516841813 2.60378894059113 5.86871690119376 -1.70114121093822 4.03029311688665 7.41403807914149 -0.533145457615184 10.2485979483767 2.65620539365227 29.8348225908491
"ACO1" -7.93401843349631 3.13451263976168 3.28184299195871 -17.4003842665091 -12.4008866010452 -13.249194987741 -11.9335680458399 0.0413310164638492 -7.05754571080591 65.6544261756841
"ACO2" 1.94644014356313 0.183793888610208 1.4228190882484 -3.33603554723891 4.71528600336376 -1.41978164888599 0.392196159586608 -0.859843814955362 0.38060928403648 5.85141436818216
"ACOT13" 5.0088888283881 -5.36891993533481 -4.55954967609732 -10.6752484450064 -5.42244368210028 -14.4139243136555 -15.1583826592239 -0.0264941827326084 -6.32700925822034 47.9082426200382
"ACOT2" 3.30480518699259 -3.06686308948962 0.671983860083262 -6.5396369345382 -4.14613936294383 -5.33851213458521 -0.110457026010659 -3.52522706523975 -2.34375582071643 11.1042684777798
"ACOT9" 2.20517741419423 -0.672029160803222 0.722798898991748 -15.0520973629588 -8.10511412520782 -11.9576145680534 -4.75444468590272 -3.88965259802328 -5.18787202347041 37.6431339405065
"ACOX1" -1.86452393761015 -3.02633794498239 0.252404102303728 -8.41433153090204 -6.06326769853942 -6.5587852410282 -3.15547777481478 1.46004038294611 -3.42128495532839 11.6754235398238
"ACOX3" -3.75693344125069 0.840090456837897 2.89881763663207 -0.25123856110271 -2.11289407954674 2.52410712035595 0.661355707272258 4.48882314098167 0.661515997522463 7.31544296454804
"ACP1" 10.5875259927291 -0.435818153138759 -2.34003552810806 -14.4804713944994 -5.07942353344504 -11.5134702341718 -1.81089253633387 -10.1211067371665 -4.39921151551679 62.3853771645058
"ACP2" 2.3598496802582 6.73135028056002 -2.10019682475276 7.52035352873268 8.68592070885837 6.34558047815815 1.75411798869938 -1.17525329091932 3.76521531869934 16.9430714607058
"ACSF3" -0.0895591001116064 1.71874575169278 1.69261492007241 -1.4795873191249 -2.05353406968263 -1.44533102667922 -5.14899082829578 -0.432609798501349 -0.904781433828787 4.9246339842277
"ACSL1" -1.97870841638668 -1.00544749513353 0.153717674005667 -0.484150128449513 3.01059558937702 4.6921293190102 3.19792389542425 4.25202572002843 1.47976076973448 6.72184428019541
"ACSL3" -0.193694036976505 -0.655120040603372 -0.722361120816072 -2.90632350732754 -0.944549540458555 -4.47244547567979 -2.26275504104035 3.82975578894809 -1.04093662174426 5.92126590111556
"ACSL4" -4.3717161459869 -5.40766884483096 0.225477024665385 4.26332996330223 4.3272721613203 1.22431611996875 2.65021712215036 0.493213164908072 0.425555070687155 13.2319962937015
"ACSS2" 0.460935785252644 -0.173955649742177 2.35499669263318 -0.397323029283624 -0.745988814817113 1.14711427726055 1.18209969698769 4.70358052092348 1.06643243490183 3.17739602282676
"ACTB" 10.6329878997308 7.48931884678968 0.839512379909835 -6.58160718751366 3.07450874311855 -5.82009450154028 -0.496735861852309 -5.52100772222669 0.452110324551991 40.7988299300901
"ACTG1" 8.82703210924038 8.32893521769524 0.958436107456413 -14.2077766067018 -3.69231327068307 -11.2237829179044 -4.04228570360278 -1.99256088303478 -2.13053949344185 67.6672054557824
"ACTL6A" 3.57812930262534 -1.31222963571383 1.16983791967019 -4.10174237741079 4.00714763092424 -2.87393539973134 2.21432314530472 0.659583127393079 0.417639214132701 8.711057259753
"ACTN1" -2.30587531271145 4.88817226326501 6.79133638374704 0.436726102443881 0.0584980331679045 2.59314915074316 2.52839425850626 2.58517949709211 2.19694754703174 8.10220221430496
"ACTN4" -5.25203185076319 4.46456736103571 7.61017458657454 0.921725713764562 -0.299671900515973 2.30940767085548 2.26686353505638 -5.0994108797489 0.865203029532326 19.5511077427079
"ACTR10" 3.691610277906 -1.87775908880164 0.179305323192827 -6.09537124054223 -0.858310469181831 -6.21435798122972 -1.32928840831848 -4.1927747102428 -2.08711828715223 11.1703534379533
"ACTR1A" 4.3526365678125 4.83784760392149 -0.268907661457024 -0.867167529774129 -3.20292739376657 -3.53432991273593 2.28560064152602 0.0652863486854613 0.458504833026477 9.92445090738748
"ACTR1B" -3.00340167999478 -1.70415531476446 1.52442226224526 -2.67710098073513 -1.8959398728983 3.45003089607117 -0.499994740756148 -2.39042958051011 -0.899571126417812 5.20041767095618
"ACTR2" -0.990892961735786 -4.3414085182991 -2.50691344634056 -10.2310462545052 0.386747985795448 -9.41529948866225 -1.6680411316584 -2.40418216348217 -3.896379497361 15.2420464759764
"ACTR3" -0.182010397864772 0.241090126810135 1.18623799681588 -17.6612821372269 -6.51385160033314 -8.17965893011821 -7.04092652244063 -0.305219146040546 -4.80695257629977 41.0814061270541
"ACTR5" 2.21606891127217 -0.69559162782769 -0.772699307820501 -1.28534838455905 1.030995486158 6.69668842122995 0.152051707503272 -1.21306734231894 0.766137232954651 7.1930719066742
"ACTR8" -3.06611455723631 1.24208562651017 -0.293927628434366 1.47886076725104 8.90594606114007 4.13805742860757 3.63468912516091 0.972261093479708 2.12648223955985 12.519642182413
"ACVR1" -4.87938488344648 -2.7259444938889 -0.800282920814262 7.74552781883894 14.8231055978894 13.0488797885161 3.20587449833386 11.3393790484226 5.21964430673141 57.5388860663103
"ACVR1B" -5.15421189469442 -2.49691279753936 0.107453638396388 9.18465388430337 9.62332332550086 10.7122529530804 7.9628246085259 0.784950350102111 3.84054175845941 38.6507481430278
"ACVR2A" -1.79691653455651 -4.33567839949835 -4.55134120275654 -3.25806604232186 -0.143508201434263 -1.76159486102071 -3.93296566009255 -0.368663263434545 -2.51859177063942 3.04831768322079
"ACVR2B" -1.15179726579158 -3.46939659494454 -3.23072925472742 7.39769868341911 4.84788592229148 9.19474095669981 -0.0917297625233231 2.88418642050052 2.04760738811551 23.0510776727836
"ADAM10" -4.5608958366997 -3.58827264263966 -1.614674203233 -12.7840942361989 -5.65591651534595 -7.18756885196896 -2.84112566012345 -4.45774384475741 -5.33628647387088 11.9291565423492
"ADAM15" -0.0344790580656861 -0.918886381761049 -0.276887335822544 -2.65045286174286 -0.976548035023805 -0.960899596004048 -2.38304270912178 1.98088080928229 -0.777539396032435 2.0843318986317
"ADAM17" 1.00346152546669 -1.45852172801025 -3.41284858310883 1.39733915121548 4.58687113423641 1.01712205069484 3.57054904926527 2.23989988736944 1.11798406089113 6.65358600320173
"ADAM9" -8.32503711411713 0.367379506917839 -5.38421454338572 7.64747994536989 6.81603181203454 7.68091806433855 10.1449759400377 6.29165959395399 3.15489915064371 46.4640180650856
"ADARB1" -5.40587581043111 1.38693196986358 -0.936357571176487 1.57109641005379 -0.477960710372555 6.5039011869268 -0.566575208046982 -1.98390832140147 0.0114064931769458 11.611031273856
"ADAT1" 0.954394203311702 3.90216093596929 -3.70649805168961 -0.409085727020296 5.01689061374478 -0.507046516244322 0.168232315888344 -6.36404013077442 -0.118124044601816 13.698168197654
"ADAT2" 2.28514939218102 -1.91551860872391 -5.14286898436042 -7.66316174695933 -5.50155295753766 -10.0971433974113 -7.24238889679633 -3.36974351106793 -4.83090358883448 14.7699986791
"ADCY3" -1.74657503917817 1.04998357257217 -0.403348613871735 1.45230786598946 4.79687368379595 7.65206799592266 -1.06326814338736 1.99509260339823 1.71664174065515 9.93215465419958
"ADCY7" -8.97572150547215 -4.48929624915273 -0.878048521793588 1.80681511026696 4.6480846658429 9.61527253776306 -1.59371571905867 3.20493952903071 0.417291230928312 32.8899394069586
"ADCY9" -7.43155055754311 1.73164868942523 -3.06083189357669 3.59178953325369 1.3920291192821 6.24222640656759 0.713464894237398 -0.868529863244205 0.28878079105025 17.4279359858618
"ADD1" -3.51550192711047 4.19107261949853 2.18537465315353 11.8303073031996 10.0550653110066 8.91280910501274 9.54015345362068 0.520711840411813 5.46499904484913 29.650619081854
"ADD3" -7.77526099281408 -2.10554871685773 -0.853176848666263 -3.47923438767717 -0.511682113123077 -5.18369639362903 -2.03106235575607 -1.75014696054717 -2.96122609613382 5.98441102689082
"ADGRA3" -0.150292805601008 -2.48391943288635 -3.71362241853486 20.5161367782254 7.99980107561435 18.6997542670067 3.39735480992198 4.14220534221853 6.05092720199559 84.3375793019173
"ADGRE5" 4.69151215130405 0.807676097300905 -1.08135396007373 -6.60337081416073 0.627700900063099 -3.17601955892158 -6.75413668820103 -2.01514301717969 -1.68789186123359 14.9721286285281
"ADGRL1" -6.88297072407818 1.66612960475259 -0.810857843133868 2.68625050491697 7.82156491498307 5.10260746567901 0.30753130518327 2.78976483430098 1.58500250782548 19.0025266384645
"ADH5" 5.92174409085035 -2.13238257287865 1.30391622069105 -14.1243525607376 -7.09832944630623 -8.64014734599987 0.546246504394772 -1.22192563016544 -3.18065384251895 40.9584407051278
"ADI1" 1.29475816967032 4.41422678650558 0.348607769352678 -8.31659584902101 -6.4858261340126 -8.8343030502026 -3.09799681595303 -8.13246217583555 -3.60119891243703 26.0779140306354
"ADIPOR1" 6.63107424502215 7.93056594852798 -2.91136675923835 -3.77190240760381 1.28082272238124 -7.38023076955846 -1.70253512707996 -4.09976068337156 -0.502916603865096 29.0514145400933
"ADIPOR2" 0.173250311934721 -0.927633303833992 -2.67175163031397 5.39476074257879 10.7329093098587 19.9291011729074 5.73433811830112 7.44069498813653 5.72570871369616 53.6390412347235
"ADK" 7.68115394867062 2.2736783915325 -1.39917219884127 -1.40590501922941 1.4241573753509 -7.88238789298821 -3.4563593948527 -0.00652045466570841 -0.34641940562791 20.4643808353784
"ADNP" -7.32856317956093 -1.24479940298361 0.606939050401077 13.7074260019994 11.1217065684392 18.1526278355464 3.78328309981969 -1.5949599296591 4.65045750550027 77.2246584112689
"ADNP2" -5.76246473652337 -2.52311629897721 -0.965043234468952 19.4793573881341 13.2748307217118 14.478059377411 1.00988112578008 1.91312276207276 5.11307838814253 85.9022080267824
"ADPGK" 3.968283188375 2.60852590798191 -3.64746640109926 2.74247293133426 6.12646997050307 5.83450482345849 0.818667837098402 -9.66895196119953 1.09781328705654 28.4956036551455
"ADRM1" 2.07804346578891 3.41469095662094 -1.50738033237602 6.56206813409576 9.73154037869394 1.9687627470986 3.57728516959583 -6.09301128568937 2.46649990422857 23.0204284322959
"ADSS2" -2.84842096387288 -2.07941490111597 -0.850905493564033 5.83239351252185 8.19161785216975 1.45336231039026 6.57062145297384 -0.760370383107173 1.93861042329946 18.5826762878188
"AEBP2" -2.59687535881677 -4.52457668850382 -4.36822070754531 6.14815499000937 6.33244379731237 3.03906575834201 4.88262755557249 3.15021070062615 1.50785375587456 21.2867683731384
"AEN" 1.97688012089085 -1.1575361539106 0.0590937262946234 -0.0188984582821286 2.35422378948303 8.13672431582226 1.71665974711349 -3.17766598066456 1.23618513834337 11.1170998035431
"AFAP1" -9.30326420323738 -3.96111079441775 1.69521305062566 1.07045099355006 4.5962702867409 14.8750681004648 3.1142443438701 2.41231597293996 1.81239846881704 48.2705097468861
"AFDN" -8.81686476216124 -2.28055389626486 1.35935536467617 22.1412652682155 4.42489759052507 16.9028185379081 3.45348447848801 2.77094901393967 4.9944189494158 100.051063792542
"AFF1" -7.27016899019789 -0.547635957275884 -1.55565764969113 6.819642339413 5.28213292393247 -0.0219504063722419 1.11039202929863 -3.07241286772406 0.0930426776728617 20.0839572091804
"AFF4" -14.2779038348366 -2.88201925994757 -2.86651945658761 6.26813857043745 5.48750808301823 3.85138079234171 0.716731022841025 2.35682486278364 -0.168232402493716 44.3512652137868
"AFG3L2" -1.43946469666699 -5.58864634809284 3.25429418842101 11.7899908422198 8.66781700990133 20.6584149819952 14.3712900924047 -3.3937756927246 6.0399900471822 87.2857652627108
"AFMID" 2.36817649106494 2.86990617777994 -0.754851890684623 -2.30789567429169 -0.682800685421681 -7.2105716914574 -3.86931588869074 5.36752698075946 -0.527478272617724 16.2507786838601
"AFTPH" -0.57175604997626 -3.91549172120024 -1.23610426002613 12.3906682107757 7.13665665451973 6.55134343300838 3.39666629611514 3.598273812247 3.41878204693292 27.9352732445711
"AGAP2" 2.14633454797371 -0.679191789332431 1.93761736122417 -0.779565697083039 1.09406388402959 0.116009444933218 -9.99826965376491 -0.961632674567111 -0.89057932207335 15.0265217722449
"AGBL5" 8.97725108807238 3.41071253527142 -1.29209412495173 -7.41066680458454 -4.4335778530272 -11.1567528137867 -1.8059788586788 3.87776353153613 -1.22916791251863 42.7361446181192
"AGFG1" -0.34908978111599 1.49523804613939 -3.68073928838063 -12.0554877415048 -6.79107512463066 -19.5032928902723 -11.5144382176903 2.73975446724119 -6.20739131627676 59.9388925970424
"AGFG2" -0.979180014572454 1.73801532633556 0.0251999312357317 -2.12267403924224 -2.35232743044211 -1.60900392413776 -3.51445461854766 -3.21976775699563 -1.50427406579582 3.03196868734804
"AGGF1" 0.238410277140817 -4.06466377529825 -2.57117630264011 -1.47480040430745 -0.452912302512464 -2.07427647237803 -4.12515598849082 2.89521999760377 -1.45366937136032 5.48086299285107
"AGK" -2.81703338993342 6.4619961874446 1.65959953268251 -0.797998218955379 -8.8969427775012 -12.3047696359004 -3.5086661221397 -2.59908177288085 -2.85036202464798 33.9595064054173
"AGL" -11.3633686309309 -1.83738851327031 1.70733478109445 4.92345839609863 2.65181156386908 0.453375105946781 2.86075368097921 2.50886137762026 0.2381047201759 25.8457110791605
"AGO1" -0.654196855119569 1.85220222465091 -4.72155185579015 -5.65908486234747 -0.34881915399542 0.558122998294488 -0.905669704295549 -2.11953354776021 -1.49981634454537 6.56102337575305
"AGO2" -9.51306933522659 -3.929629543289 -3.74337672497223 -1.74250777576847 -2.57529078711094 1.47259809619724 -0.237501751910615 -1.14852478529204 -2.67716282592158 10.8326081231024
"AGO3" -1.56415067749283 -0.574856281004645 -6.03682842126259 -22.323755340716 -18.3520417913906 -15.4030040186241 -6.80656566159089 2.00453069778161 -8.63208393678751 80.8378346266081
"AGO4" 0.0633510073277862 -4.57317304619943 -3.70956626833278 -0.549069026473023 -0.410599644498837 4.91840103162104 -1.38851220641535 2.99492041244284 -0.331780967565969 9.90806143889021
"AGPAT4" -0.708003257905163 -0.821372374465437 -2.90613119117819 -5.03331709772188 -1.64782682434672 1.8233204244523 -6.82336141108411 4.95068410096818 -1.39575095391013 13.7825999316688
"AGPAT5" 1.42954611852872 -7.62683977645137 -5.57059122487013 -7.44093971465405 1.08346639133259 -4.11856467352584 -0.0451217882357039 -3.33571901540888 -3.20309546041058 13.3997607144358
"AGPS" -1.95618296259524 -1.1382203826955 -0.391542293029886 -24.8873348455761 -2.54387266824269 -11.8379426351439 -2.93408533229352 -0.858458896242482 -5.81845500197741 72.8247960034869
"AGRN" -11.8765945038953 -3.07710433032593 0.617751237676705 -8.39693427263728 -4.49747399033842 1.42780418404217 -8.05457021268224 -3.45380417362971 -4.66386575772375 20.9242572934732
"AGTPBP1" 0.176439498064385 0.859871139902403 -2.63819541072239 -1.08341278226783 0.282287368586231 -4.11896918936582 0.0405881102886562 1.8169865994831 -0.583050583253908 3.79049496191382
"AGTRAP" 5.01172345453069 -2.17316230206368 -0.50670428008883 -1.04374322719507 5.27357437491395 -0.00723235225794633 0.156703779743224 -0.510219955579973 0.775117436500296 7.7821740967102
"AHCTF1" -11.9456252165034 0.618128650927601 1.23817310544439 8.28183426516018 4.46210756576038 6.0659946668353 0.530301431272145 0.355563737361281 1.20080977578223 36.9686691059713
"AHCY" 8.94708408866522 0.959928308098817 4.63573165189799 -10.4064565208664 -6.82778815416624 -9.22376660570777 -3.5916729363263 -2.00762872806635 -2.18932111205888 45.8626221325446
