"Gene" "photon" "pl" "cdc" "color_numeric" "Tot" "Sig"
"PLEKHG4" -5.6078868780179 -9.96285490723077 -3.23711206569009 0 -18.8078538509388 "No"
"ENO3" -15.4408330061244 -1.28390797905696 -1.80708322064343 0 -18.5318242058248 "No"
"SBNO2" 2.67018382489044 -18.95627719071 -2.1929069511286 0 -18.4790003169482 "No"
"RNF213" 1.07151013218817 -17.4985626124981 -2.02065606939765 0 -18.4477085497076 "No"
"FBXO22" -3.19668496607232 0.846190652733053 -16.0958761542182 0 -18.4463704675575 "No"
"ZNF512B" -8.03809424860124 -11.089493459985 0.711059274286957 0 -18.4165284342993 "No"
"DNAJC10" 1.28511702593535 -3.54568241293155 -15.9687037005958 0 -18.229269087592 "No"
"DMD" -0.256175205350445 -8.72677506556104 -9.1518480396772 0 -18.1347983105887 "No"
"ZC3H14" 2.61344736723814 -1.29374813426863 -19.4177136989332 0 -18.0980144659637 "No"
"AGRN" 0.788680402788341 -11.8845560390151 -6.96935158423657 0 -18.0652272204633 "No"
"NEURL4" 1.56489966362507 -12.6889011988424 -6.83568384419194 0 -17.9596853794093 "No"
"IL6ST" -6.6026838848424 -5.08242039168154 -6.0868281579129 0 -17.7719324344368 "No"
"UBR5" 1.73710167869432 -20.0172971894141 0.573778609060738 0 -17.706416901659 "No"
"UBA6" -1.60446967603696 -8.50038890563434 -7.59233272064383 0 -17.6971913023151 "No"
"AHNAK" 3.37876617724167 -20.7063497052908 -0.329345265089094 0 -17.6569287931382 "No"
"POLR3A" 1.16268562026228 -17.3369834090438 -1.32301720358263 0 -17.4973149923641 "No"
"MLLT3" -5.95803231244964 -0.122900059791947 -11.4157710030298 0 -17.4967033752714 "No"
"PCYT2" 1.02932833841614 -8.98009610973055 -9.54334750562519 0 -17.4941152769396 "No"
"SLC9A3" -7.17282131884147 -4.88491732224343 -5.41658811167682 0 -17.4743267527617 "No"
"DOCK4" -3.03869468794407 -12.6219017976468 -1.81337489703856 0 -17.4739713826294 "No"
"PSME4" 1.29723046423043 -19.0189339422352 0.313099431318792 0 -17.408604046686 "No"
"KYNU" -6.27228402703527 1.87876916567115 -12.7681257894991 0 -17.1616406508632 "No"
"INF2" 0.0431680491394483 -11.804608332864 -5.34860729198205 0 -17.1100475757066 "No"
"FAM204A" -0.913483793151697 2.26714100669034 -18.4557910548533 0 -17.1021338413147 "No"
"PUS7L" -4.38487549645693 -3.83844647778539 -8.78420090072598 0 -17.0075228749683 "No"
"IPMK" -2.99398831359695 -6.72139627419434 -7.0775360496486 0 -16.7929206374399 "No"
"USP15" -2.10634834738925 -2.48622497389091 -12.1654401120109 0 -16.7580134332911 "No"
"ARHGAP5" -1.75469506515615 -6.4178945381304 -8.56482072223122 0 -16.7374103255178 "No"
"CDC42" -4.59467945124517 8.15494776206007 -20.2353946863204 0 -16.6751263755055 "No"
"MRPL42" -6.63430706541722 4.09412714466817 -14.0922198106987 0 -16.6323997314477 "No"
"MACF1" 5.89268973746049 -21.9527605228508 -0.549062785375585 0 -16.6091335707659 "No"
"PPIP5K2" -1.89171882964997 -6.01111304135133 -8.65916510482699 0 -16.5619969758283 "No"
"MYCBP2" 0.114472271499411 -16.2218220828734 -0.397569760662964 0 -16.504919572037 "No"
"TRIO" 2.28921166302583 -17.5407442432752 -1.23467569629176 0 -16.4862082765411 "No"
"PIEZO1" 4.43608234293385 -13.7921706071794 -7.1045440350089 0 -16.4606322992544 "No"
"TRAPPC8" -1.38154688410848 -11.1575954238135 -3.91799192272223 0 -16.4571342306442 "No"
"PDCD6-AHRR" -6.29284901266451 0.819024984689512 -10.9093568610584 0 -16.3831808890334 "No"
"PITPNM1" -1.16022443566285 -13.7135258372671 -1.45785544243924 0 -16.3316057153692 "No"
"B4GALNT4" -4.01374948136907 -9.89498525473783 -2.42169779233456 0 -16.3304325284415 "No"
"TTC7B" -0.500473001036244 -3.8611274512546 -11.8964774719203 0 -16.2580779242111 "No"
"SLC12A6" -8.66511162788071 -1.04738237183529 -6.52993678632628 0 -16.2424307860423 "No"
"AP5B1" -8.15626013595822 -7.85493458938443 -0.200783178590823 0 -16.2119779039335 "No"
"PRPF4B" 1.46819193459985 -15.1549459770265 -2.45257836961153 0 -16.1393324120382 "No"
"FLNB" -1.56097279614281 -14.6670794841575 0.15527119172896 0 -16.0727810885714 "No"
"CSNK2A1" -3.47945383572574 -0.228996009323158 -12.3168400247056 0 -16.0252898697545 "No"
"EIF2AK2" -4.47879938848512 -6.28844031549864 -5.25797158592572 0 -16.0252112899095 "No"
"PDE2A" -11.6885600264704 -1.21527259072903 -3.06783679342159 0 -15.971669410621 "No"
"DNTTIP2" -2.43423106778039 0.121129664957528 -13.6574373527343 0 -15.9705387555572 "No"
"SF3B1" 0.522848104753446 -16.6707627135451 0.179966524961893 0 -15.9679480838298 "No"
"PSD4" -4.26267158501428 -4.34352216617754 -7.3507352696597 0 -15.9569290208515 "No"
"UNC13D" -4.84272640841947 -7.44785214914529 -3.65994955564305 0 -15.9505281132078 "No"
"TRERF1" -3.57338620503403 -11.5216087950286 -0.824687369856461 0 -15.9196823699191 "No"
"WDFY3" 3.9959289558382 -17.6424771729424 -2.11430436458641 0 -15.7608525816906 "No"
"UACA" -3.12151949282768 -12.9566918284375 0.323305678042285 0 -15.7549056432229 "No"
"CTBP2" -4.04227442821255 -3.93351219659749 -7.72387564526173 0 -15.6996622700718 "No"
"C1RL-AS1" -0.0536189410349744 -13.0253148160204 -2.53429988184181 0 -15.6132336388972 "No"
"ZNF248" -4.56969720709482 -10.790260163718 -0.251185523142144 0 -15.611142893955 "No"
"SPRYD4" -0.635606671452303 2.43940098964949 -17.3364630050487 0 -15.5326686868515 "No"
"HECTD4" 5.76777944477837 -19.6334077995874 -1.54507371005349 0 -15.4107020648625 "No"
"CAPN15" -2.70521804977415 -10.3617439261649 -2.32722451874931 0 -15.3941864946884 "No"
"PRORP" -3.14911885952016 -2.2602048662478 -9.92686192581274 0 -15.3361856515807 "No"
"DCUN1D5" -3.58707839968709 4.38813994821022 -16.1180598990542 0 -15.3169983505311 "No"
"PAQR5" -5.77170079455104 -4.52076740439082 -4.97770891295899 0 -15.2701771119008 "No"
"SAMD4A" 0.672387630443793 -13.8614663967459 -2.07682787718574 0 -15.2659066434878 "No"
"CCDC50" -4.08168942559173 -5.34646209488099 -5.81952599176668 0 -15.2476775122394 "No"
"NHEJ1" -0.158453223986641 -6.66977167905636 -8.35398024987833 0 -15.1822051529213 "No"
"PRDM11" -4.41133018955928 -3.66074942108618 -7.06503959469043 0 -15.1371192053359 "No"
"MARCHF7" -1.63850582527276 -0.600923919477582 -12.8766712805362 0 -15.1161010252865 "No"
"TRIM59" -6.30221884967937 -2.39005867408931 -6.40346495376202 0 -15.0957424775307 "No"
"FAF1" -0.297742556556253 -1.36486317635327 -13.4238020837467 0 -15.0864078166562 "No"
"TIPARP" -0.98522999897642 -4.0404716698078 -10.0510799908975 0 -15.0767816596817 "No"
"NSL1" -1.86002144220414 3.95172425801455 -17.1664968143339 0 -15.0747939985235 "No"
"ICE2" -3.30964617084578 -1.26091380796745 -10.4993753214459 0 -15.0699353002591 "No"
"DOCK6" 1.22913653734062 -14.3749650945434 -1.9211209822493 0 -15.0669495394521 "No"
"SMAD2" -0.476125899234087 -2.292751638514 -12.2885953138318 0 -15.0574728515799 "No"
"ABCA1" -1.70189641797299 -10.5206344468659 -2.815543593686 0 -15.0380744585249 "No"
"CRYBG1" -4.26977482732479 -5.58875149341484 -5.1695515732529 0 -15.0280778939925 "No"
"JMJD1C" 1.37331554122916 -12.9591625142798 -3.38398520403501 0 -14.9698321770856 "No"
"NUDCD2" -6.41067466948087 6.7059850767649 -15.2650159532424 0 -14.9697055459584 "No"
"CHD1" 0.508456632090401 -15.5655531939153 0.128994905208833 0 -14.9281016566161 "No"
"RELL2" -3.40592251973254 -7.22827256132678 -4.28340469160579 0 -14.9175997726651 "No"
"TAF1C" -3.10363459496916 -8.50669690407029 -3.29620488488035 0 -14.9065363839198 "No"
"MRRF" -2.85497247279704 5.85997922048509 -17.8767311871048 0 -14.8717244394167 "No"
"SOCS4" -3.34008086164869 -5.97967426200633 -5.53653279429886 0 -14.8562879179539 "No"
"ZNF207" -1.97830894242233 4.32584794348782 -17.1006022797506 0 -14.7530632786851 "No"
"CDC42BPG" 2.57709506525577 -13.7951809159864 -3.52946931796957 0 -14.7475551687002 "No"
"KIAA1671" -4.38337195341805 -11.0860003272017 0.743927577012273 0 -14.7254447036075 "No"
"SYNE2" 1.74987814268173 -15.6075716489689 -0.864789649979252 0 -14.7224831562664 "No"
"MPRIP" -0.120691700563991 -13.6439836487671 -0.875141566321471 0 -14.6398169156526 "No"
"PLXNB2" 2.56807459797303 -12.497490831577 -4.70015798941277 0 -14.6295742230167 "No"
"RBMS3" -9.96469896880706 -0.548156410864847 -4.08966192702262 0 -14.6025173066945 "No"
"CARD10" -5.66636087081141 -7.97127470642535 -0.916195060211555 0 -14.5538306374483 "No"
"CHD9" -2.68692829230699 -8.59062606097496 -3.23207627778851 0 -14.5096306310705 "No"
"TNS3" -5.06844947748245 -9.62399055375578 0.194154533430698 0 -14.4982854978075 "No"
"INTS6" -0.96145161125111 -6.21944404374739 -7.30405714434183 0 -14.4849527993403 "No"
"TRPM4" 3.11383589109811 -10.0020742920268 -7.55898459926223 0 -14.4472230001909 "No"
"DR1" -0.32817756172041 1.17094333319129 -15.2823028887088 0 -14.4395371172379 "No"
"ELOVL6" -6.11171407491632 -0.234648088150073 -8.04727918589573 0 -14.3936413489621 "No"
"UBR1" -2.10158664053284 -10.973869436673 -1.30851583948369 0 -14.3839719166895 "No"
"MYSM1" -1.30936497053567 -8.17985416899606 -4.88750954696793 0 -14.3767286864997 "No"
"PRPF40A" -2.8478920232114 -4.11065682210935 -7.40774398616967 0 -14.3662928314904 "No"
"METTL22" -0.358052328358275 -6.25915909225329 -7.74326144683991 0 -14.3604728674515 "No"
"CHD8" 4.0620978667315 -20.1829045313344 1.80291070671209 0 -14.3178959578908 "No"
"ID3" -15.9734089179543 3.65721460972205 -1.9928498068911 0 -14.3090441151233 "No"
"SVIL" 4.95851076058519 -21.2335235687276 1.99870687414713 0 -14.2763059339953 "No"
"DENND3" -1.50360983128532 -10.4725493288735 -2.2794856528918 0 -14.2556448130506 "No"
"CHTF18" -1.7621608430845 -9.94214920441894 -2.44001357722776 0 -14.1443236247312 "No"
"STX7" 0.388964389107415 1.03540286360547 -15.568215200354 0 -14.1438479476411 "No"
"CCDC9B" -5.50074951019552 -9.73251540710796 1.0964018214772 0 -14.1368630958263 "No"
"SLC5A3" -0.563923223942855 -9.47113136397555 -4.09069705269033 0 -14.1257516406087 "No"
"PLXNB1" 0.49272759219893 -9.91071387559066 -4.70641453149558 0 -14.1244008148873 "No"
"RHOBTB3" -8.2304510545558 -1.87152246789939 -3.9930228569292 0 -14.0949963793844 "No"
"SPAG9" 0.0699681007544191 -15.4532545296557 1.2905704702063 0 -14.092715958695 "No"
"SLIT2" 2.87843035847705 -7.50170725259219 -9.44037861930263 0 -14.0636555134178 "No"
"TRAF4" -2.80344354940641 -2.21339204697043 -9.02799044519121 0 -14.044826041568 "No"
"ZDHHC3" -2.13519155098083 4.83484314394911 -16.7151338046992 0 -14.0154822117309 "No"
"NEDD4L" 0.00697521073325978 -6.42164638047573 -7.58608260996251 0 -14.000753779705 "No"
"SCO1" -4.85572559890364 -0.215507676140092 -8.89675723200066 0 -13.9679905070444 "No"
"TMED5" 1.57874919236092 -4.34613534661794 -11.1664899892768 0 -13.9338761435338 "No"
"AP1G2" -4.13340955438236 -6.2185792016331 -3.5765838674316 0 -13.9285726234471 "No"
"PPM1F-AS1" 3.42496317617438 -2.06587438579386 -15.2777932968964 0 -13.9187045065159 "No"
"TBC1D8" 5.02248777229306 -15.7737507561837 -3.1376302188468 0 -13.8888932027374 "No"
"ZNF335" 0.541849606872631 -10.9925999562838 -3.42848886321019 0 -13.8792392126214 "No"
"ITSN1" 1.66730485157004 -10.3860104973614 -5.14483222053084 0 -13.8635378663222 "No"
"PPP1R10" -1.55890856677069 -10.1775269005847 -2.10851255588991 0 -13.8449480232453 "No"
"KIF18A" -2.23861238228735 -5.95326889351909 -5.64152541599295 0 -13.8334066917994 "No"
"ANKRD13C" 2.96114049066259 -5.84341344180366 -10.9496008979599 0 -13.831873849101 "No"
"C2CD2" -2.04453191272452 -12.8287648224477 1.08418583300332 0 -13.7891109021689 "No"
"USP34" 0.52176284088252 -14.0137423513948 -0.295554214002658 0 -13.7875337245149 "No"
"KNL1" 0.0779405046447209 -9.96793161168571 -3.88350478107206 0 -13.7734958881131 "No"
"SNHG14" 0.520775481019735 -12.7907485213905 -1.50006256962783 0 -13.7700356099986 "No"
"SGSM2" 0.291116462947056 -11.0264084222548 -3.01637419800591 0 -13.7516661573137 "No"
"KPNA4" -1.97303133665417 -0.780104942320134 -10.990514400058 0 -13.7436506790323 "No"
"DYM" -0.796289081764659 0.203216878173391 -13.1435435027433 0 -13.7366157063346 "No"
"CPEB2" 0.504101315328864 -10.3122481778827 -3.91061666683992 0 -13.7187635293938 "No"
"RTEL1" -0.238827355179274 -9.00754574071897 -4.4264542810914 0 -13.6728273769896 "No"
"HERC4" -8.98213083460213 -4.71001803260899 0.0280619831032722 0 -13.6640868841078 "No"
"WDR90" -1.31307273767891 -5.63195935496555 -6.70350541976442 0 -13.6485375124089 "No"
"MSI2" -3.69147411571543 -9.87683238824804 -0.0791582057834787 0 -13.6474647097469 "No"
"COX18" -1.21714112828885 -1.81360091013285 -10.6051630357968 0 -13.6359050742185 "No"
"SMC4" -5.63076706872111 -2.32410998245493 -5.65707810116563 0 -13.6119551523417 "No"
"RALGDS" 0.824210258177644 -8.67447030874468 -5.76134949097895 0 -13.611609541546 "No"
"MTHFR" 0.407406996029705 -13.1505987000759 -0.83381381348841 0 -13.5770055175346 "No"
"HAS3" -3.11007663049093 -4.08661330562134 -6.3677473239849 0 -13.5644372600972 "No"
"CPEB4" -0.446712284234609 -8.40529516493187 -4.68201402188239 0 -13.5340214710489 "No"
"SASH1" 1.07905481697463 -16.2246166406693 1.63421385759803 0 -13.5113479660966 "No"
"ZNF594" -1.77695059051418 -10.4805876163144 -1.24233285745952 0 -13.4998710642881 "No"
"PLEC" 4.22330768008208 -19.1300826008136 1.42256845274155 0 -13.48420646799 "No"
"SLC25A33" -0.883432569363386 -0.933735867792422 -11.6661167726632 0 -13.483285209819 "No"
"PLCD3" -1.98889060827196 -7.89522707159512 -3.58020505921161 0 -13.4643227390787 "No"
"KNTC1" 0.552089668328281 -9.46123656868407 -4.51762032136544 0 -13.4267672217212 "No"
"ZFYVE16" 1.62248559423365 -10.04202658087 -4.99870493389046 0 -13.4182459205268 "No"
"MTA3" -2.10600112172691 -1.68314255065364 -9.60698002583736 0 -13.3961236982179 "No"
"IRS1" -3.07583119614917 -10.5921429236314 0.276793530731369 0 -13.3911805890492 "No"
"TIA1" -1.01034937458597 -2.33981617790925 -10.0312917935711 0 -13.3814573460663 "No"
"NLRC5" 0.0312609652150609 -8.4529831896014 -4.94927565190991 0 -13.3709978762962 "No"
"SRC" -0.0049636473816889 -14.6082445651895 1.27718998994097 0 -13.3360182226302 "No"
"ARHGEF40" -0.0818433521018998 -11.8164719166614 -1.42117216518559 0 -13.3194874339489 "No"
"TOGARAM1" -1.81286354263919 -6.92812751769738 -4.57478059513518 0 -13.3157716554717 "No"
"MYO10" 0.0350436913653243 -15.7493389988494 2.4083112839246 0 -13.3059840235595 "No"
"PFKFB4" -3.63071772195815 -5.02566636913692 -4.63638775168345 0 -13.2927718427785 "No"
"MALT1" -3.49651512749836 -2.29383120097045 -7.50217947833187 0 -13.2925258068007 "No"
"UTP20" -4.13904403664368 -10.7945743489279 1.65567057106396 0 -13.2779478145076 "No"
"LZTR1" -1.69301170159976 -5.15425997327994 -6.39362196898158 0 -13.2408936438613 "No"
"EVPL" -0.945852976834528 -13.9660251464425 1.70292928843493 0 -13.2089488348421 "No"
"DNAAF9" -0.507367576727238 -9.10228395819688 -3.59314112555333 0 -13.2027926604774 "No"
"COL16A1" -7.03710599748273 -5.38502987186035 -0.766618051837549 0 -13.1887539211806 "No"
"CFLAR" -1.12452863746735 -6.31225218926638 -5.73221699658732 0 -13.168997823321 "No"
"GSE1" -7.4989099393917 -7.97098573926017 2.30363201804094 0 -13.1662636606109 "No"
"ROCK2" -2.61390475524199 -13.490851273534 2.94294406171933 0 -13.1618119670567 "No"
"HMMR" -4.12731173527025 -7.00183060710498 -2.01801343786223 0 -13.1471557802375 "No"
"SMCHD1" 0.157899891721134 -12.252038352597 -1.0438058884161 0 -13.137944349292 "No"
"ARHGAP45" -1.56644745212282 -7.78171435718759 -3.78886336244686 0 -13.1370251717573 "No"
"RPPH1" -6.05339773960914 7.14110639287102 -14.2243903859675 0 -13.1366817327056 "No"
"NCOA2" 2.81767920934251 -15.9788678435955 0.040203757089247 0 -13.1209848771637 "No"
"KDM2A" 2.51827574683293 -16.0596396778009 0.425258537594968 0 -13.116105393373 "No"
"CELSR1" 5.81938749343118 -11.2477271186144 -7.68421777667542 0 -13.1125574018586 "No"
"AQR" -2.22984660022465 -6.03033219078815 -4.83755082378832 0 -13.0977296148011 "No"
"WNT7B" -10.1584532803609 -3.48264058652414 0.553757846614893 0 -13.0873360202701 "No"
"NET1" -2.28438286162763 -14.8526692633929 4.07174725369172 0 -13.0653048713288 "No"
"NIT2" -4.59299016049541 8.3266253019609 -16.7438581312271 0 -13.0102229897616 "No"
"NBPF20" 0.846934013164171 -9.49869797720665 -4.35288294194614 0 -13.0046469059886 "No"
"KMT2B" 0.485123145746455 -15.1869613803201 1.69737405378511 0 -13.0044641807885 "No"
"KHNYN" -1.56369305516387 -7.20058518349969 -4.23594332638081 0 -13.0002215650444 "No"
"AP1G2-AS1" -2.48306006311341 -7.22456612029696 -3.28862223830998 0 -12.9962484217204 "No"
"FAT4" 0.667273146799198 -10.688293051754 -2.9742480347024 0 -12.9952679396572 "No"
"ESCO1" 0.275000049024111 -4.53178779726253 -8.73605762193846 0 -12.9928453701769 "No"
"CAP2" -3.13626349727797 -7.56180847500159 -2.26157225003184 0 -12.9596442223114 "No"
"LPIN2" 2.72094716967768 -16.4940015776859 0.816312872998975 0 -12.9567415350092 "No"
"ARRB1" -2.45965582315392 -3.68535024266994 -6.80780138959224 0 -12.9528074554161 "No"
"FLYWCH1" 4.03335428136501 -12.163785347299 -4.81545249485037 0 -12.9458835607844 "No"
"KIRREL1" 1.16852295727725 -10.6299051499809 -3.4685546078538 0 -12.9299368005574 "No"
"FLNA" 7.12450864856304 -16.3763335285187 -3.64941617962486 0 -12.9012410595805 "No"
"KIF20B" -4.0960676866024 -7.3655896399043 -1.4311713924383 0 -12.892828718945 "No"
"NPAS2" -2.4170927137493 -11.5098470641217 1.0627960420751 0 -12.8641437357959 "No"
"ECPAS" -0.347684540626782 -13.8957090741806 1.38141868171615 0 -12.8619749330912 "No"
"PLCG1" 0.546849413274667 -12.5773761575643 -0.827869289570296 0 -12.8583960338599 "No"
"ARHGAP28" 0.694445544770467 -6.55627472102722 -6.99500528825413 0 -12.8568344645109 "No"
"COL18A1" -0.485430981600334 -9.45357285229881 -2.91318977476904 0 -12.8521936086682 "No"
"STK24" 1.56019092014332 -2.5765832621066 -11.7946869513063 0 -12.8110792932696 "No"
"NCOR1" 0.970034845117898 -14.6917779705685 0.92081423113949 0 -12.8009288943111 "No"
"DVL1" -6.05956616941573 -9.10726696731664 2.39338453144856 0 -12.7734486052838 "No"
"HSPA4L" 0.539699904526068 -5.74683136911412 -7.56418127172864 0 -12.7713127363167 "No"
"NCKAP1" 2.04427726692066 -7.95705665086643 -6.85488321893329 0 -12.7676626028791 "No"
"COL7A1" -3.9693632509953 -6.63731860382132 -2.15338297182054 0 -12.7600648266372 "No"
"ADGRG6" -6.84123422698069 -6.48213400217018 0.584945207288204 0 -12.7384230218627 "No"
"KIFC2" -0.856935289377675 -7.81633824416077 -4.0603433294505 0 -12.7336168629889 "No"
"LINS1" -5.69814618454596 2.21241276643449 -9.20852403043668 0 -12.6942574485482 "No"
"SRSF10" -3.51720813764127 0.880049708967154 -10.0552965454886 0 -12.6924549741627 "No"
"ZNF276" -1.37764106636668 -8.80757661059427 -2.50633304069381 0 -12.6915507176548 "No"
"KPNA3" -6.93383703785301 -2.22580538181573 -3.5255999767648 0 -12.6852423964335 "No"
"BAG2" -5.89544208780536 2.62411074141272 -9.41008550132472 0 -12.6814168477174 "No"
"AP1M1" 0.601263653323011 3.68504694148979 -16.9464547865338 0 -12.660144191721 "No"
"RAB30" -4.39632013785298 -3.59998007234304 -4.65572509774358 0 -12.6520253079396 "No"
"NRIP1" 0.964604935114098 -13.4115565061899 -0.181051272382287 0 -12.6280028434581 "No"
"FRYL" -0.0482537222545277 -10.9360568246309 -1.64020540085319 0 -12.6245159477386 "No"
"ZDHHC24" 1.08881374243511 0.110238833723302 -13.8186737798147 0 -12.6196212036563 "No"
"UHMK1" -2.61479717112047 -9.09755442265368 -0.89484374130395 0 -12.6071953350781 "No"
"KIF7" 0.292523778994427 -11.4186632651985 -1.46585373356199 0 -12.5919932197661 "No"
"TROAP-AS1" -4.39451518383419 2.73462191670773 -10.9222005249209 0 -12.5820937920474 "No"
"LTN1" 0.666913555864615 -9.89667187311755 -3.33920427471422 0 -12.5689625919672 "No"
"ASPM" -3.02270205971338 -2.11406174734104 -7.39965839772868 0 -12.5364222047831 "No"
"DYNC2H1" -2.14756189572952 -8.42510865324182 -1.94581039163964 0 -12.518480940611 "No"
"TYK2" 3.86740437862682 -12.056532910158 -4.32488976984527 0 -12.5140183013764 "No"
"LYST" 2.53277247482985 -11.1327889445922 -3.90515628108052 0 -12.5051727508429 "No"
"SCAI" 0.749748723087717 -6.32609871876278 -6.92675615325892 0 -12.503106148934 "No"
"ZNF638" 0.725626359076134 -12.2935338856784 -0.933412490791231 0 -12.5013200173935 "No"
"KLHDC2" -4.14144030655821 -0.753535843171376 -7.58655760853396 0 -12.4815337582635 "No"
"MYO15B" 3.08745538455111 -12.9371446639249 -2.62850619633764 0 -12.4781954757114 "No"
"SIPA1L1" 3.11950965620458 -14.5643663926313 -1.01757128406611 0 -12.4624280204928 "No"
"VPS13A" -2.06863137689183 -6.73853588755838 -3.63674495991852 0 -12.4439122243687 "No"
"PAPOLG" 1.11068665839404 -3.21561490801998 -10.3384786207581 0 -12.443406870384 "No"
"ZNF469" 1.50275902926927 -14.8034862328231 0.875321629102293 0 -12.4254055744515 "No"
"IFT74" -3.15002691332257 0.173165049847299 -9.43564527850223 0 -12.4125071419775 "No"
"PEX26" 3.61848132916495 -3.79059293313616 -12.2003738347254 0 -12.3724854386966 "No"
"MTARC1" -0.509987963974982 0.00695751491340449 -11.8555590063314 0 -12.358589455393 "No"
"DGKH" -1.86550636378333 -8.11727598098738 -2.36644782197115 0 -12.3492301667419 "No"
"KIAA0586" -0.971813352277218 -5.5302542584832 -5.81351558652895 0 -12.3155831972894 "No"
"NAA25" -3.70149527935802 -4.33037192498532 -4.28321232388995 0 -12.3150795282333 "No"
"ZNF316" -0.0367110356652314 -11.8673692146485 -0.402915766389862 0 -12.3069960167036 "No"
"ARL5B" -0.242871526755006 -7.10518317960937 -4.95639694276791 0 -12.3044516491323 "No"
"CSPG4" 1.6779591471943 -4.33072857124586 -9.6421207529506 0 -12.2948901770022 "No"
"SARS2" -5.99396523571281 -3.30645560023257 -2.96627299951613 0 -12.2666938354615 "No"
"MAPK8IP3" 4.69510822522394 -12.4640005182094 -4.48623986228529 0 -12.2551321552707 "No"
"TMEM8B" -1.58652827106249 -1.33486421223979 -9.33372238977665 0 -12.2551148730789 "No"
"PAQR3" -1.85330869857578 -3.62442188038126 -6.76678982454813 0 -12.2445204035052 "No"
"MED23" 1.26738897982556 -10.0541909308073 -3.45214816115917 0 -12.2389501121409 "No"
"PLXNB3" 1.21357334031539 -9.66631984988311 -3.77556119874954 0 -12.2283077083173 "No"
"ORC2" -3.72323656857999 -0.3999577392764 -8.1041864591433 0 -12.2273807669997 "No"
"TOP2A" -1.89655456671093 -12.893749437476 2.57142872578587 0 -12.2188752784011 "No"
"OPLAH" 0.995486718474675 -7.56316623951681 -5.64983597709902 0 -12.2175154981412 "No"
"CHD2" 3.24556172593037 -15.5355901833769 0.0832997267480277 0 -12.2067287306985 "No"
"AGFG1" 0.72214761372254 -0.344596115241395 -12.5824471412692 0 -12.2048956427881 "No"
"EME2" -1.08524368968752 -1.03689348297104 -10.0753510488888 0 -12.1974882215474 "No"
"ITGB1BP1" -6.72916371687475 -2.36336831844796 -3.09061926379337 0 -12.1831512991161 "No"
"MYO1E" -2.65968280047231 -8.41501274008436 -1.09833427243223 0 -12.1730298129889 "No"
